id,name,distance,moving_time,type,average_speed,start_date,total_elevation_gain,gear_id,average_heartrate,elapsed_time,kilojoules,calories,average_cadence
6773310131,Zwift - France,40242.2,4800,VirtualRide,8.384,2022-03-04T20:36:17+00:00,201.0,b8821498,132.7,4918,984.0,,75.9
6769177879,Zwift - Makuri Islands,9056.3,1166,VirtualRide,7.767,2022-03-03T23:26:17+00:00,44.0,b8821498,138.5,1166,203.5,,71.9
6769106838,Zwift - Watopia,35411.0,3988,VirtualRide,8.879,2022-03-03T22:18:38+00:00,157.0,b8821498,135.2,3988,830.5,,74.9
6764720640,Evening Swim,2583.2,2856,Swim,0.904,2022-03-03T01:41:08+00:00,0,,,3734,,,21.4
6759339148,Zwift - Electric Loop in Makuri Islands,2075.6,351,VirtualRide,5.913,2022-03-02T01:13:07+00:00,11.0,b8821498,131.1,351,42.4,,63.3
6759321615,Zwift - Watopia,35322.3,3806,VirtualRide,9.281,2022-03-02T00:09:06+00:00,53.0,b8821498,137.5,3806,829.6,,75.1
6754353431,Evening Swim,2743.2,3542,Swim,0.774,2022-03-01T01:56:42+00:00,0,,,3551,,,23.3
6753263227,Zwift - Watopia,19876.3,2100,VirtualRide,9.465,2022-02-28T20:32:18+00:00,32.0,b8821498,128.7,2100,493.2,,74.6
6742620915,Zwift - The PRL Half in London,45098.7,6612,VirtualRide,6.821,2022-02-26T17:52:05+00:00,608.0,b8821498,138.4,6612,1277.0,,73.6
6738477361,Zwift - Innsbruckring in Innsbruck,30078.1,3610,VirtualRide,8.332,2022-02-26T02:08:03+00:00,253.0,b8821498,149.1,3610,756.9,,75.7
6734175597,Zwift - Maize Wimbush's Windup on Electric Loop in Makuri Islands,31071.0,3666,VirtualRide,8.475,2022-02-25T01:38:30+00:00,148.0,b8821498,131.0,3666,706.2,,70.5
6723782185,Zwift - France,23088.3,3637,VirtualRide,6.348,2022-02-22T22:30:14+00:00,244.0,b8821498,143.7,3670,666.5,,71.1
6723563088,Zwift - Watopia,10683.4,1380,VirtualRide,7.742,2022-02-22T22:06:58+00:00,46.0,b8821498,136.6,1380,244.0,,71.0
6719241621,Evening Swim,2468.9,0,Swim,0.0,2022-02-22T01:38:43+00:00,0,,,4239,,,
6718275135,Zwift - Casse-Pattes in France,27064.2,3437,VirtualRide,7.874,2022-02-21T20:51:43+00:00,155.0,b8821498,135.6,3476,642.3,,72.4
6713769059,Zwift - recovery ozark s04e02,25066.8,3366,VirtualRide,7.447,2022-02-20T20:25:55+00:00,100.0,b8821498,134.9,3366,550.5,,70.7
6708347585,Zwift - Watopia,60301.2,12095,VirtualRide,4.986,2022-02-19T18:06:15+00:00,1714.0,b8821498,142.8,12204,2383.1,,71.8
6703321772,Zwift - Quatch Quest in Watopia,34035.8,5828,VirtualRide,5.84,2022-02-18T21:10:19+00:00,668.0,b8821498,140.0,5877,1078.5,,70.9
6699268381,Zwift - Christy Jackson M3RC's Meetup - Wandering Flats,26219.6,3389,VirtualRide,7.737,2022-02-17T22:30:00+00:00,150.0,b8821498,141.1,3389,637.9,,75.7
6699070610,Zwift - Makuri Islands,19028.1,2272,VirtualRide,8.375,2022-02-17T21:50:24+00:00,88.0,b8821498,133.3,2272,422.9,,74.3
6699243125,Evening Swim,2514.6,0,Swim,0.0,2022-02-17T01:45:22+00:00,0,,,4973,,,
6694228056,Zwift - Makuri Islands,35155.1,4593,VirtualRide,7.654,2022-02-16T21:51:41+00:00,317.0,b8821498,148.6,4593,976.0,,77.8
6689524804,Zwift - Christy Jackson M3RC's Meetup,53049.2,6580,VirtualRide,8.062,2022-02-15T22:35:10+00:00,357.0,b8821498,146.1,6580,1301.8,,75.9
6684774169,Evening Swim,2034.5,0,Swim,0.0,2022-02-15T01:41:15+00:00,0,,,3309,,,
6674540387,Afternoon Run,282.6,178,Run,1.588,2022-02-12T20:59:50+00:00,0,g3714779,87.2,178,,,95.7
6674540323,Afternoon Run,256.2,113,Run,2.267,2022-02-12T20:50:50+00:00,0,g3714779,105.8,113,,,96.0
6668775093,Zwift - Watopia,71057.6,9605,VirtualRide,7.398,2022-02-11T22:52:04+00:00,714.0,b8821498,140.9,9680,1792.6,,71.6
6663938211,Zwift - Watopia,29059.8,5624,VirtualRide,5.167,2022-02-10T22:54:14+00:00,678.0,b8821498,153.1,5624,1113.3,,72.7
6659168284,Zwift - Yorkshire,23055.8,3458,VirtualRide,6.667,2022-02-10T01:34:13+00:00,313.0,b8821498,145.8,3458,638.5,,72.4
6653632032,Zwift - The HERD Kick It UP! (D),33067.1,4214,VirtualRide,7.847,2022-02-09T00:30:02+00:00,233.0,b8821498,153.6,4214,883.0,,74.3
6652735868,Zwift - TdZ Stage 4: Standard Ride ,17039.6,2168,VirtualRide,7.86,2022-02-08T21:01:49+00:00,189.0,b8821498,154.5,2168,514.3,,77.4
6652572175,Zwift - Yorkshire,4225.2,561,VirtualRide,7.531,2022-02-08T20:48:33+00:00,49.0,b8821498,112.9,653,103.7,,61.1
6648362038,Zwift - TdZ Stage 8: Short Ride ,9918.9,1370,VirtualRide,7.24,2022-02-08T03:32:20+00:00,212.0,b8821498,170.6,1370,349.6,,75.5
6648325346,Zwift - Watopia,6064.0,729,VirtualRide,8.318,2022-02-08T03:17:36+00:00,12.0,b8821498,134.5,729,125.6,,64.3
6653740279,Evening Swim,2560.3,0,Swim,0.0,2022-02-08T01:41:45+00:00,0,,,3662,,,
6647897260,Zwift - Emily's Short Mix,17070.4,1993,VirtualRide,8.565,2022-02-07T23:51:59+00:00,65.0,b8821498,154.7,1993,436.6,,73.3
6631841847,Zwift - Ramp Test,29079.4,3478,VirtualRide,8.361,2022-02-04T21:29:37+00:00,190.0,b8821498,134.9,3478,697.9,,69.6
6627707317,Zwift - Christy Jackson M3RC's Meetup - Legends and Lava,30021.6,3954,VirtualRide,7.593,2022-02-03T22:30:01+00:00,363.0,b8821498,153.0,3954,804.1,,75.9
6627482133,Zwift - Watopia,8041.2,990,VirtualRide,8.122,2022-02-03T22:11:57+00:00,36.0,b8821498,130.5,990,199.3,,72.9
6622996926,Zwift - Mat Hayman Paris-Roubaix,39081.5,4769,VirtualRide,8.195,2022-02-02T23:27:00+00:00,150.0,b8821498,151.5,4812,989.7,,76.0
6617902699,Zwift - Watopia,18079.5,2212,VirtualRide,8.173,2022-02-02T00:41:14+00:00,89.0,b8821498,154.2,2212,406.8,,74.2
6617783348,Zwift - TdZ Stage 7: Standard Ride ,23272.4,2316,VirtualRide,10.049,2022-02-02T00:01:47+00:00,141.0,b8821498,166.4,2316,535.9,,78.4
6606843491,Zwift - 2 by 2,15066.4,2065,VirtualRide,7.296,2022-01-30T18:18:48+00:00,215.0,b8821498,137.4,2065,417.7,,74.9
6601078011,Zwift - TdZ Stage 6: Long Ride ,57068.2,7997,VirtualRide,7.136,2022-01-29T17:00:45+00:00,490.0,b8821498,146.9,8387,1435.9,,73.3
6592083540,Zwift - took it easy,20169.6,2823,VirtualRide,7.145,2022-01-27T22:30:01+00:00,168.0,b8821498,144.4,2823,523.0,,72.1
6591910408,Zwift - Watopia,5014.6,673,VirtualRide,7.451,2022-01-27T22:17:14+00:00,59.0,b8821498,124.7,673,126.6,,66.7
6587776301,Zwift - TdZ Stage 5: Standard Ride ,34056.4,3613,VirtualRide,9.426,2022-01-27T02:01:33+00:00,102.0,b8821498,161.9,3613,735.9,,76.2
6582611552,Zwift - Richmond cool down,7583.6,1139,VirtualRide,6.658,2022-01-26T01:54:33+00:00,24.0,b8821498,139.0,1139,166.1,,70.1
6582558351,Zwift - SST (Short),21975.8,2989,VirtualRide,7.352,2022-01-26T01:02:26+00:00,280.0,b8821498,155.4,3006,687.0,,76.0
6577195099,Zwift - TdZ Stage 5: Long Ride  lost a chain,32800.2,3940,VirtualRide,8.325,2022-01-25T01:00:36+00:00,254.0,b8821498,146.0,3981,832.9,,77.6
6577017473,Zwift - London,3218.3,399,VirtualRide,8.066,2022-01-25T00:51:23+00:00,18.0,b8821498,97.6,399,67.2,,68.5
6566536479,Afternoon Walk,819.8,847,Walk,0.968,2022-01-22T21:21:50+00:00,0,g3714779,68.0,847,,,51.1
6563459563,Afternoon Walk,588.6,1022,Walk,0.576,2022-01-21T18:45:21+00:00,0,g3714779,71.8,1022,,,49.2
6559210521,Lunch Walk,1830.9,2158,Walk,0.848,2022-01-21T16:38:31+00:00,0,g3714779,79.9,2158,,,47.8
6551832136,Evening Swim,1508.8,0,Swim,0.0,2022-01-20T01:37:39+00:00,0,,,2561,,,
6546016671,Zwift - Watopia,53436.9,8112,VirtualRide,6.587,2022-01-18T21:43:40+00:00,692.0,b8821498,139.2,8112,1649.7,,75.3
6539170822,Zwift - Sevens,3067.3,942,VirtualRide,3.256,2022-01-17T18:20:54+00:00,110.0,b8821498,101.7,942,161.3,,84.3
6538997484,Zwift - TdZ Stage 3: Long Ride ,40037.0,3968,VirtualRide,10.09,2022-01-17T17:00:40+00:00,287.0,b8821498,155.6,3968,893.2,,79.8
6538613659,Zwift - Makuri Islands,3219.3,498,VirtualRide,6.464,2022-01-17T16:49:09+00:00,16.0,b8821498,96.3,498,67.6,,64.9
6535438751,cool down,3877.0,530,VirtualRide,7.315,2022-01-16T21:17:58+00:00,17.0,b8821498,144.5,530,86.4,,71.2
6535404092,Zwift - trying to hold 200 watts,22444.6,2646,VirtualRide,8.482,2022-01-16T20:32:49+00:00,140.0,b8821498,153.4,2646,579.8,,78.2
6535234742,Zwift - Makuri Islands,7055.4,827,VirtualRide,8.531,2022-01-16T20:18:22+00:00,34.0,b8821498,120.8,827,169.7,,72.9
6530077487,Zwift - TdZ Stage 2: Standard Ride ,23968.6,4102,VirtualRide,5.843,2022-01-16T00:01:45+00:00,495.0,b8821498,138.7,4102,852.3,,71.9
6529900479,Zwift - Richmond,3791.2,554,VirtualRide,6.843,2022-01-15T23:50:25+00:00,12.0,b8821498,108.5,554,83.2,,72.1
6524185846,Zwift - Innsbruck,17030.4,2178,VirtualRide,7.819,2022-01-14T22:33:07+00:00,151.0,b8821498,149.4,2178,413.2,,73.4
6524065213,Zwift - TdZ Stage 2: Short Ride ,15580.3,1814,VirtualRide,8.589,2022-01-14T22:02:25+00:00,206.0,b8821498,160.5,1814,456.4,,80.6
6523952312,Zwift - Yorkshire,5059.8,651,VirtualRide,7.772,2022-01-14T21:48:35+00:00,65.0,b8821498,127.2,651,122.0,,74.0
6519635253,Zwift - Christy Jackson M3RC's Meetup - Greatest London Flat,30054.9,3990,VirtualRide,7.533,2022-01-13T22:30:01+00:00,148.0,b8821498,139.8,4015,705.2,,69.4
6519384153,Zwift - Watopia,5369.6,670,VirtualRide,8.014,2022-01-13T22:16:52+00:00,8.0,b8821498,120.0,670,106.0,,67.0
6515095401,Evening Swim,2240.3,0,Swim,0.0,2022-01-13T01:35:26+00:00,0,,,3984,,,
6514216419,Zwift - Watopia,10071.3,1056,VirtualRide,9.537,2022-01-12T21:49:36+00:00,16.0,b8821498,143.8,1056,224.1,,76.6
6509503308,Zwift - TdZ Stage 1: Short Ride ,13295.2,1570,VirtualRide,8.468,2022-01-12T00:02:48+00:00,88.0,b8821498,161.7,1570,370.8,,80.1
6509385986,Zwift - MWCC Midweek Crit (C),21430.7,2151,VirtualRide,9.963,2022-01-11T23:19:19+00:00,111.0,b8821498,159.6,2151,557.2,,81.2
6512056067,Evening Swim,0.0,0,Swim,0.0,2022-01-11T01:40:04+00:00,0,,,4,,,
6503845298,Zwift - TdZ Stage 1: Standard Ride ,27965.0,2643,VirtualRide,10.581,2022-01-10T22:01:37+00:00,102.0,b8821498,162.1,2643,650.6,,78.4
6503679626,Zwift - Watopia,3052.8,394,VirtualRide,7.748,2022-01-10T21:51:16+00:00,6.0,b8821498,113.4,516,74.7,,63.6
6498688703,Zwift - Watopia,31047.2,3961,VirtualRide,7.838,2022-01-09T18:55:06+00:00,276.0,b8821498,152.5,3980,795.5,,79.0
6493550654,Zwift - NYC,27092.8,3646,VirtualRide,7.431,2022-01-08T22:35:36+00:00,390.0,b8821498,139.7,3666,778.3,,77.2
6484333458,Evening Activity,592.4,362,Snowboard,1.636,2022-01-07T01:03:39+00:00,0.0,,94.3,2138,,,
6484123720,Evening Activity,375.3,280,Snowboard,1.34,2022-01-06T23:07:23+00:00,0.0,,99.7,3898,,,
6479502764,Evening Swim,2560.3,0,Swim,0.0,2022-01-06T01:37:13+00:00,0,,,4242,,,
6479022473,Zwift - ZHQ FutureWorks Circuit Race - Anti-sandbagging (C),17016.3,1753,VirtualRide,9.707,2022-01-05T23:32:24+00:00,94.0,b8821498,168.6,1753,461.9,,79.7
6473937429,Zwift - Tour de Zwift Warm-Up Ride,10176.3,1531,VirtualRide,6.647,2022-01-04T23:00:01+00:00,37.0,b8821498,149.7,1583,304.2,,69.7
6473835126,Zwift - ZHQ FutureWorks Crit City Race - Anti-sandbagging (C),14853.8,1609,VirtualRide,9.232,2022-01-04T22:32:34+00:00,126.0,b8821498,150.1,1609,402.9,,77.6
6458130717,Zwift - Frank Spanksalot's Meetup 20.22- Neon Flats,32642.2,3702,VirtualRide,8.817,2022-01-01T22:05:00+00:00,161.0,b8821498,,3702,890.9,,78.5
6449081001,Zwift - Watopia,43202.8,7192,VirtualRide,6.007,2021-12-30T22:27:20+00:00,662.0,b8821498,139.4,7207,1393.1,,72.9
6427894213,Lunch Walk,893.3,1052,Walk,0.849,2021-12-25T17:32:33+00:00,0,g3714779,67.9,1052,,,54.7
6413061334,Zwift - SCZL WO 3,46441.0,5431,VirtualRide,8.551,2021-12-21T23:10:01+00:00,274.0,b8821498,142.5,5431,1100.2,,75.2
6412810537,Zwift - Makuri Islands,2988.0,472,VirtualRide,6.331,2021-12-21T22:56:14+00:00,25.0,b8821498,109.7,487,77.4,,63.5
6409287458,Evening Swim,2606.0,0,Swim,0.0,2021-12-21T01:38:42+00:00,0,,,5474,,,
6405212973,Zwift - adidas Global Cycling Series							 							 (E),28513.8,2830,VirtualRide,10.076,2021-12-20T00:00:01+00:00,151.0,b8821498,162.5,2830,697.4,,78.7
6400163887,Zwift - Makuri Islands all routes completed,33053.4,4580,VirtualRide,7.217,2021-12-18T20:04:23+00:00,320.0,b8821498,,4580,942.4,,76.9
6399971872,Zwift - Makuri Islands,5501.8,658,VirtualRide,8.361,2021-12-18T19:50:45+00:00,30.0,b8821498,,658,145.6,,70.9
6396797656,Zwift - Watopia,29191.2,3670,VirtualRide,7.954,2021-12-18T03:31:40+00:00,363.0,b8821498,152.3,3670,783.6,,76.6
6392695268,Zwift - Makuri Islands,30238.7,3608,VirtualRide,8.381,2021-12-16T21:51:52+00:00,159.0,b8821498,136.9,3608,716.9,,74.3
6389176106,Zwift - Makuri Islands,15086.6,2914,VirtualRide,5.177,2021-12-16T00:32:27+00:00,275.0,b8821498,156.4,2914,627.5,,73.9
6385150961,Zwift - Makuri Islands,19256.6,2249,VirtualRide,8.562,2021-12-15T00:31:24+00:00,150.0,b8821498,147.2,2249,469.8,,75.6
6385057229,Zwift - Makuri Islands,12465.2,1372,VirtualRide,9.085,2021-12-15T00:06:36+00:00,67.0,b8821498,141.4,1403,310.6,,77.7
6381119862,Evening Swim,2103.1,2691,Swim,0.782,2021-12-14T01:43:15+00:00,0,,,3739,,,24.1
6380227806,Afternoon Ride,22852.0,2905,Ride,7.866,2021-12-13T20:06:33+00:00,39.0,b1683032,,2920,756.6,,
6380225068,Afternoon Ride,135.0,20,Ride,6.748,2021-12-13T20:04:45+00:00,0.0,b1683032,,20,3.6,,
6380224533,Afternoon Ride,30855.3,4058,Ride,7.604,2021-12-13T18:56:48+00:00,46.0,b1683032,,4058,956.6,,
6364857563,Zwift - Watopia,32074.5,7306,VirtualRide,4.39,2021-12-09T23:21:17+00:00,1074.0,b8821498,149.8,7306,1467.2,,68.1
6361195918,Night Swim,1668.8,0,Swim,0.0,2021-12-09T02:07:10+00:00,0,,,3399,,,
6357061670,London,44013.2,8281,VirtualRide,5.315,2021-12-08T00:41:29+00:00,989.0,b8821498,155.2,8429,1558.3,,67.4
6349146938,Grin And Bear It,17393.5,2406,VirtualRide,7.229,2021-12-06T03:19:13+00:00,102.0,b1683032,143.5,2421,453.7,,78.1
6339948793,Innsbruck,48054.9,8618,VirtualRide,5.576,2021-12-03T22:14:10+00:00,990.0,b8821498,128.4,8737,1655.0,,66.6
6336384379,Makuri Islands,10202.7,1187,VirtualRide,8.595,2021-12-03T01:02:50+00:00,43.0,b8821498,147.6,1187,229.5,,73.3
6336334998,Makuri Islands,8080.2,1029,VirtualRide,7.852,2021-12-03T00:44:33+00:00,92.0,b8821498,154.1,1029,232.7,,76.5
6336280975,Makuri Islands,6255.9,773,VirtualRide,8.093,2021-12-03T00:27:54+00:00,82.0,b8821498,154.9,773,184.3,,77.8
6336245378,Makuri Islands,5181.1,1162,VirtualRide,4.459,2021-12-03T00:07:57+00:00,130.0,b8821498,143.0,1162,271.8,,76.3
6324260184,Evening Swim,2743.2,3600,Swim,0.762,2021-11-30T01:30:00+00:00,0.0,,,3600,,,
6319471656,Watopia,25021.2,3215,VirtualRide,7.783,2021-11-28T20:38:23+00:00,179.0,b8821498,,3305,665.1,,71.1
6319305041,TFC Group Group Ride. Sub 2.5 / Sub 2 (D),2808.9,293,VirtualRide,9.587,2021-11-28T20:32:07+00:00,10.0,b8821498,,293,65.0,,70.8
6311368465,TGIF Group Ride (D),19058.2,2605,VirtualRide,7.316,2021-11-27T01:19:03+00:00,116.0,b8821498,140.9,2671,503.8,,75.3
6311281501,Crit City Race (D),15883.5,1776,VirtualRide,8.943,2021-11-27T00:48:22+00:00,128.0,b8821498,149.3,1776,421.3,,79.2
6307849081,The HERD Thirsty Thursday (D),33432.8,3648,VirtualRide,9.165,2021-11-26T00:16:18+00:00,245.0,b8821498,141.1,3668,801.6,,72.4
6307737258,Watopia,11016.7,1388,VirtualRide,7.937,2021-11-25T23:51:02+00:00,46.0,b8821498,115.3,1406,267.5,,71.2
6303787147,Evening Swim,2446.0,4016,Swim,0.609,2021-11-25T01:35:40+00:00,0,,,4026,,,23.3
6298522762,"8 miles is fixed, don't remember the dio",54106.1,7037,Ride,7.689,2021-11-23T19:09:11+00:00,82.0,b1683032,,7176,1486.5,,73.7
6294940295,Evening Swim,2491.7,4391,Swim,0.567,2021-11-23T01:40:19+00:00,0,,,4407,,,26.6
6284773050,Lunch Ride,52437.0,6698,Ride,7.829,2021-11-20T17:30:39+00:00,84.0,b1683032,,6963,1441.4,,74.9
6277390562,Makuri Islands,15053.7,2057,VirtualRide,7.318,2021-11-19T03:15:30+00:00,73.0,b8821498,136.4,2076,344.6,,69.3
6277346437,Makuri Islands,24790.6,2853,VirtualRide,8.689,2021-11-19T02:27:29+00:00,168.0,b8821498,145.7,2853,628.2,,77.1
6273014839,Evening Swim,2263.1,0,Swim,0.0,2021-11-18T01:32:33+00:00,0,,,4465,,,
6263929673,Night Swim,1828.8,1800,Swim,1.016,2021-11-16T04:11:00+00:00,0,,,1800,,,
6258462737,Makuri Islands,10087.7,1207,VirtualRide,8.358,2021-11-14T18:42:17+00:00,63.0,b8821498,130.1,1207,203.0,,70.9
6258389420,NYC,35069.8,5175,VirtualRide,6.777,2021-11-14T17:14:31+00:00,552.0,b8821498,145.4,5175,933.8,,74.2
6245762799,London,56115.8,7753,VirtualRide,7.238,2021-11-12T00:23:17+00:00,474.0,b8821498,124.0,7753,1465.0,,72.8
6241443992,Watopia,31168.0,5444,VirtualRide,5.725,2021-11-11T04:06:20+00:00,686.0,b8821498,141.9,5475,1054.3,,68.6
6236702260,Watopia,28223.7,3701,VirtualRide,7.626,2021-11-10T01:32:32+00:00,216.0,b8821498,112.1,3701,684.4,,67.9
6232018272,Night Swim,2743.2,5400,Swim,0.508,2021-11-09T03:20:00+00:00,0.0,,,5400,,,
6227186259,Afternoon Activity,0.0,3223,Workout,0.0,2021-11-07T21:45:58+00:00,0,,105.9,3223,,,
6227053503,Afternoon Ride,48629.1,6787,Ride,7.165,2021-11-07T19:40:36+00:00,70.0,b1683032,122.9,7081,1188.9,,73.8
6221132648,Lunch Ride,81054.9,10766,Ride,7.529,2021-11-06T16:09:27+00:00,188.0,b1683032,131.5,10911,1903.5,,71.9
6217428878,France,40585.5,9998,VirtualRide,4.059,2021-11-06T00:31:50+00:00,1540.0,b1683032,126.5,9998,2015.3,,67.1
6212677384,Afternoon Ride,58484.7,7783,Ride,7.514,2021-11-04T20:15:19+00:00,96.0,b1683032,127.8,7845,1533.5,,72.3
6208935226,Night Swim,2926.1,4800,Swim,0.61,2021-11-04T01:50:00+00:00,0.0,,,4800,,,
6204209577,London,42215.4,6188,VirtualRide,6.822,2021-11-02T23:26:53+00:00,520.0,b8821498,125.3,6206,1220.6,,71.9
6199476265,Watopia,29106.6,5302,VirtualRide,5.49,2021-11-02T00:10:31+00:00,569.0,b8821498,122.5,5302,1060.3,,73.7
6194331626,Afternoon Ride,21491.3,2690,Ride,7.989,2021-10-31T20:00:49+00:00,51.0,b1683032,142.9,2724,545.4,,76.9
6194331139,Afternoon Ride,23090.8,3066,Ride,7.531,2021-10-31T19:09:10+00:00,28.0,b1683032,148.3,3112,679.2,,77.0
6189213434,Watopia,39297.4,6755,VirtualRide,5.818,2021-10-30T19:36:04+00:00,914.0,b8821498,139.3,6755,1356.1,,73.8
6180777254,Afternoon Ride,61091.7,7621,Ride,8.016,2021-10-28T20:31:04+00:00,94.0,b1683032,141.8,7773,1602.7,,76.1
6176982034,Evening Swim,2606.0,2876,Swim,0.906,2021-10-28T00:39:34+00:00,0,,,4248,,,
6172037289,Day 3 - Cadence and Heartrate,18097.0,3759,VirtualRide,4.814,2021-10-27T01:25:07+00:00,500.0,b8821498,143.5,3759,783.2,,80.1
6167163243,Evening Swim,2834.6,3237,Swim,0.876,2021-10-26T00:41:44+00:00,0,,,4100,,,25.4
6151725820,Afternoon Ride,51777.6,6646,Ride,7.791,2021-10-22T20:21:03+00:00,73.0,b1683032,113.5,7407,1348.8,,71.5
6144079811,Evening Swim,1783.1,2288,Swim,0.779,2021-10-21T00:46:29+00:00,0,,,3492,,,
6143248278,Afternoon Ride,64507.9,8087,Ride,7.977,2021-10-20T20:33:52+00:00,95.0,b1683032,148.0,8772,1647.9,,72.3
6139043930,Finish Focus,26159.5,4339,VirtualRide,6.029,2021-10-20T01:09:46+00:00,464.0,b8821498,145.5,4371,873.7,,69.0
6134053113,Evening Swim,2697.5,2974,Swim,0.907,2021-10-19T00:46:05+00:00,0,,,4459,,,16.4
6133566007,Afternoon Ride,58187.1,7176,Ride,8.109,2021-10-18T21:04:38+00:00,100.0,b1683032,146.8,7266,1461.1,,73.2
6133090790,Always waiting for huber,14262.8,2336,Ride,6.106,2021-10-18T20:20:19+00:00,24.0,b1683032,88.8,2352,243.0,,60.0
6123139124,Afternoon Ride,79938.4,10043,Ride,7.96,2021-10-16T17:38:08+00:00,126.0,b1683032,145.7,10307,1993.1,,76.5
6114506101,Watopia,53058.9,7514,VirtualRide,7.061,2021-10-14T23:04:28+00:00,582.0,b8821498,148.6,7514,1527.3,,74.2
6109939414,Evening Swim,3269.0,2509,Swim,1.303,2021-10-14T00:38:06+00:00,0,,,3556,,,15.2
6105182199,Innsbruck,30664.1,6082,VirtualRide,5.042,2021-10-13T01:00:01+00:00,830.0,b8821498,154.5,6172,1224.8,,68.1
6095403298,BikeMS 6 minute pulls,23031.5,4635,VirtualRide,4.969,2021-10-11T00:49:54+00:00,528.0,b8821498,139.9,4740,937.8,,68.6
6089117469,SST (Med),14325.5,2670,VirtualRide,5.365,2021-10-09T19:24:05+00:00,265.0,b8821498,112.3,4830,560.8,,70.7
6087504199,Watopia,16017.9,3673,VirtualRide,4.361,2021-10-09T13:46:21+00:00,411.0,b8821498,121.8,3688,709.7,,69.9
6084354809,ZHQ FutureWorks Circuit Race - Anti-sandbagging (D),30045.3,3848,VirtualRide,7.808,2021-10-08T23:33:26+00:00,170.0,b8821498,59.4,3848,763.4,,76.1
6084162530,Watopia,6854.3,802,VirtualRide,8.547,2021-10-08T23:19:30+00:00,12.0,b1683032,60.6,802,151.8,,72.8
6075363956,Evening Swim,2834.6,3357,Swim,0.844,2021-10-07T00:39:27+00:00,0,,,3931,,,19.7
6070382648,Zwift Academy Road: Workout 3 | Lactate Tolerance,19008.8,3099,VirtualRide,6.134,2021-10-06T02:51:41+00:00,348.0,b8821498,138.5,3099,617.3,,76.3
6065066056,Evening Swim,2743.2,3924,Swim,0.699,2021-10-05T00:39:17+00:00,0,,,4777,,,19.1
6064635332,Ramp Test,16545.3,2595,VirtualRide,6.376,2021-10-04T22:39:45+00:00,149.0,b8821498,135.7,2595,470.7,,76.0
6054680426,Zwift Academy Road: Workout 4 | Threshold Under/Overs,6274.4,989,VirtualRide,6.344,2021-10-02T22:53:35+00:00,16.0,b8821498,,989,143.4,,68.1
6054624572,Dutch Diesel Cycling Endurance Ride (C),28954.9,3639,VirtualRide,7.957,2021-10-02T21:47:45+00:00,105.0,b8821498,,3639,715.9,,77.2
6035754611,Zwift Academy Road: Workout 2 | Peak VO2 Intervals,26011.7,3102,VirtualRide,8.385,2021-09-29T01:10:44+00:00,38.0,b8821498,134.9,3102,570.7,,80.6
6030220264,Standard Zwift Academy Finish Line Ride,27134.4,3624,VirtualRide,7.487,2021-09-28T00:02:24+00:00,352.0,b8821498,150.9,3624,742.3,,75.5
6030023253,Innsbruck,3031.0,389,VirtualRide,7.792,2021-09-27T23:54:01+00:00,20.0,b8821498,57.5,389,63.9,,62.2
6024569992,Morning Ride,161018.0,22579,Ride,7.131,2021-09-26T11:44:22+00:00,300.0,b1683032,120.2,27006,3378.8,,67.0
6018576152,Morning Ride,161362.0,21510,Ride,7.502,2021-09-25T12:26:03+00:00,997.0,b1683032,149.2,24058,4201.8,,75.7
6009461010,Zwift Academy Road: Orientation,9081.1,1578,VirtualRide,5.755,2021-09-24T01:30:17+00:00,145.0,b8821498,,1578,271.3,,76.5
6009305444,Zwift Academy Road: Workout 1 | VO2 Over/Unders,15435.7,3104,VirtualRide,4.973,2021-09-24T00:06:45+00:00,256.0,b8821498,,3104,567.8,,79.1
6004276524,Evening Swim,1074.4,2395,Swim,0.449,2021-09-23T00:38:09+00:00,0,,,2821,,,21.6
6004010720,Watopia,20032.1,2338,VirtualRide,8.568,2021-09-22T23:15:34+00:00,32.0,b8821498,,2338,438.0,,74.4
5998977082,recovery,33405.5,4183,VirtualRide,7.986,2021-09-22T00:15:01+00:00,84.0,b8821498,,4210,731.8,,75.1
5987713200,Afternoon Ride,5791.7,871,Ride,6.649,2021-09-19T19:08:19+00:00,23.0,b1683032,139.4,893,139.4,,67.6
5987643434,Morning Ride,161814.0,21099,Ride,7.669,2021-09-19T11:21:28+00:00,279.0,b1683032,125.0,27663,3144.3,,66.7
5984760210,Morning Ride,5341.8,787,Ride,6.788,2021-09-19T10:47:26+00:00,9.0,b1683032,118.6,787,105.9,,66.8
5981791788,Morning Ride,173069.0,22187,Ride,7.8,2021-09-18T10:48:11+00:00,300.0,b1683032,142.5,30929,3671.9,,70.2
5929781302,Evening Swim,2171.7,2962,Swim,0.733,2021-09-09T00:40:24+00:00,0,,,4251,,,22.4
5929232129,Afternoon Ride,35454.0,4764,Ride,7.442,2021-09-08T21:22:21+00:00,51.0,b1683032,131.1,5354,863.5,,73.8
5923868627,Makuri Islands,10654.2,1227,VirtualRide,8.683,2021-09-07T23:21:29+00:00,52.0,b8821498,,1227,255.9,,73.0
5923794481,NYC,10200.4,1211,VirtualRide,8.423,2021-09-07T22:59:58+00:00,141.0,b8821498,,1211,307.3,,73.8
5911779788,Lunch Ride,52628.5,6578,Ride,8.001,2021-09-05T16:02:05+00:00,65.0,b1683032,149.1,6608,1031.6,,69.3
